run,lambda,lag,normalized_self_energy
3,0.6,8,5.200611589563165e-12
3,0.6,9,8.796651867950188e-13
3,0.6,10,1.4815690679065316e-13
3,0.6,11,2.6974659049218747e-14
3,0.6,12,4.951314050514101e-15
3,0.6,13,9.780615851748744e-16
3,0.6,14,3.5970644153606644e-16
3,0.6,15,2.9903780844770197e-16
3,0.6,16,3.0559612982502827e-16
3,0.6,17,2.988221009363634e-16
3,0.6,18,2.880008904576517e-16
3,0.6,19,2.914135941049946e-16
3,0.6,20,3.0320168388984667e-16
3,0.6,21,2.925231737408727e-16
3,0.6,22,2.835632647635733e-16
3,0.6,23,2.8534455230041364e-16
3,0.6,24,2.6850953010820843e-16
3,0.6,25,2.5900841596905427e-16
3,0.6,26,2.588925549133522e-16
3,0.6,27,2.42690938912851e-16
3,0.6,28,2.5935018154709225e-16
3,0.6,29,2.2144423444074077e-16
3,0.6,30,1.5684248787451501e-16
4,0.6,0,0.012315091853280726
4,0.6,1,0.0019029503168477924
4,0.6,2,3.972015359787817e-06
4,0.6,3,1.268420345483262e-07
4,0.6,4,9.030753491930698e-09
4,0.6,5,1.2336738125844021e-09
4,0.6,6,1.6346491479780617e-10
4,0.6,7,2.6038029377567173e-11
4,0.6,8,4.218363086707959e-12
4,0.6,9,7.114094881249258e-13
4,0.6,10,1.1728185057943021e-13
4,0.6,11,1.957345269275108e-14
4,0.6,12,3.65989853349243e-15
4,0.6,13,6.808867042551003e-16
4,0.6,14,3.201366743110938e-16
4,0.6,15,3.0481321997554204e-16
4,0.6,16,3.0245206107792867e-16
4,0.6,17,2.9220352879297576e-16
4,0.6,18,2.9644042738066444e-16
4,0.6,19,2.946281629458435e-16
4,0.6,20,2.922715599784293e-16
4,0.6,21,2.788998794663707e-16
4,0.6,22,2.7935624930650217e-16
4,0.6,23,2.7072808210107606e-16
4,0.6,24,2.706872453195316e-16
4,0.6,25,2.868233383301123e-16
4,0.6,26,2.914426221786201e-16
4,0.6,27,2.611718168469776e-16
4,0.6,28,2.476221628729634e-16
4,0.6,29,2.2285961251865346e-16
4,0.6,30,1.832075952992681e-16
5,0.6,0,0.01231947065465165
5,0.6,1,0.001905251992614954
5,0.6,2,3.905207858623238e-06
5,0.6,3,1.1683246645424191e-07
5,0.6,4,8.461400999803423e-09
5,0.6,5,1.1715705370720663e-09
5,0.6,6,1.5784237394839136e-10
5,0.6,7,2.612141976370079e-11
5,0.6,8,4.27883278079763e-12
5,0.6,9,7.768629754233051e-13
5,0.6,10,1.285195487348521e-13
5,0.6,11,2.1920994274714355e-14
5,0.6,12,3.679657220518324e-15
5,0.6,13,6.693249848368303e-16
5,0.6,14,3.2067515295685957e-16
5,0.6,15,2.855429272710857e-16
5,0.6,16,2.895945135571519e-16
5,0.6,17,2.815392716599181e-16
5,0.6,18,2.8452122452850894e-16
5,0.6,19,2.8714874424702706e-16
5,0.6,20,2.811484305464068e-16
5,0.6,21,2.7897225388708565e-16
5,0.6,22,2.94535108211378e-16
5,0.6,23,2.8579091667270834e-16
5,0.6,24,2.7500582161378816e-16
5,0.6,25,2.867396408344035e-16
5,0.6,26,2.794102632554355e-16
5,0.6,27,2.7631950690818877e-16
5,0.6,28,2.6155128731449413e-16
5,0.6,29,2.024045250423364e-16
5,0.6,30,1.334634392419069e-16
6,0.6,0,0.012324275321814382
6,0.6,1,0.0019066831546905214
6,0.6,2,3.914654120111003e-06
6,0.6,3,1.181469850578753e-07
6,0.6,4,8.359279882567012e-09
6,0.6,5,9.909466005468463e-10
6,0.6,6,1.4976300501536566e-10
6,0.6,7,2.62298730277721e-11
6,0.6,8,4.154714192329746e-12
6,0.6,9,6.925552080165734e-13
6,0.6,10,1.1455719709183625e-13
6,0.6,11,1.915747882155057e-14
6,0.6,12,3.4134943473542538e-15
6,0.6,13,7.221174741126208e-16
6,0.6,14,3.117463664719729e-16
6,0.6,15,2.9042630844764317e-16
6,0.6,16,2.874743100677425e-16
6,0.6,17,3.006612129679021e-16
6,0.6,18,2.8775439401372847e-16
6,0.6,19,2.9974758187696025e-16
6,0.6,20,2.963781918214739e-16
6,0.6,21,2.9909869105615953e-16
6,0.6,22,2.8947042341918435e-16
6,0.6,23,2.9357224422047915e-16
6,0.6,24,2.9446861409286432e-16
6,0.6,25,2.8556384515238234e-16
6,0.6,26,2.709721482151866e-16
6,0.6,27,2.611806003215884e-16
6,0.6,28,2.610347596439388e-16
6,0.6,29,2.284389906765974e-16
6,0.6,30,1.3767923480630695e-16
7,0.6,0,0.012316070162909087
7,0.6,1,0.001902972956097577
7,0.6,2,4.102464264995837e-06
7,0.6,3,1.4183134480155016e-07
7,0.6,4,1.0367242889034732e-08
7,0.6,5,1.2217446386359607e-09
7,0.6,6,1.7523001891765108e-10
7,0.6,7,2.992603352398388e-11
7,0.6,8,5.054285124949954e-12
7,0.6,9,9.120496573369617e-13
7,0.6,10,1.535889366741717e-13
7,0.6,11,2.675231150406899e-14
7,0.6,12,4.651255052930868e-15
7,0.6,13,8.349557757194556e-16
7,0.6,14,3.2653044859848706e-16
7,0.6,15,2.94472663492427e-16
7,0.6,16,2.9002674981263424e-16
7,0.6,17,2.8409936393707564e-16
7,0.6,18,2.9881204513186076e-16
7,0.6,19,3.0015953101904176e-16
7,0.6,20,2.9137297939475297e-16
7,0.6,21,2.9344573516114357e-16
7,0.6,22,2.9769808333182763e-16
7,0.6,23,3.0646834261559315e-16
7,0.6,24,2.869314666618995e-16
7,0.6,25,2.805973983062671e-16
7,0.6,26,2.877437641952869e-16
7,0.6,27,2.700618362738093e-16
7,0.6,28,2.5174455167785355e-16
7,0.6,29,2.2948761059360787e-16
7,0.6,30,1.687068874362338e-16
8,0.6,0,0.012309043725119087
8,0.6,1,0.0018999524065305483
8,0.6,2,5.072000649866654e-06
8,0.6,3,1.6467928650662925e-07
8,0.6,4,1.4053013685703534e-08
8,0.6,5,1.5557261852556822e-09
8,0.6,6,2.3086351254004536e-10
8,0.6,7,3.463766566251549e-11
8,0.6,8,5.623752668592943e-12
8,0.6,9,9.330703068417917e-13
8,0.6,10,1.6193062235644262e-13
8,0.6,11,2.945000777946e-14
8,0.6,12,5.267838800681482e-15
8,0.6,13,9.213173708512397e-16
8,0.6,14,3.5496990492960634e-16
8,0.6,15,2.8947756183046103e-16
8,0.6,16,3.0476133724944023e-16
8,0.6,17,2.9516876891937184e-16
8,0.6,18,2.902793249081483e-16
8,0.6,19,2.834631957166866e-16
8,0.6,20,2.888213265246449e-16
8,0.6,21,2.8777134473612706e-16
8,0.6,22,2.8124099362775435e-16
8,0.6,23,2.739896954497987e-16
8,0.6,24,2.7546807583585746e-16
8,0.6,25,2.6571551735906135e-16
8,0.6,26,2.6713669492530625e-16
8,0.6,27,2.7618768273970257e-16
8,0.6,28,2.5704144493454714e-16
8,0.6,29,2.261611572246505e-16
8,0.6,30,1.3774164871643564e-16
9,0.6,0,0.012320628256746315
9,0.6,1,0.0019081615005467185
9,0.6,2,3.93165334712492e-06
9,0.6,3,1.3459384561136621e-07
9,0.6,4,9.103395756237537e-09
9,0.6,5,1.0760763787442268e-09
9,0.6,6,1.2625263904022128e-10
9,0.6,7,2.0010543165929552e-11
9,0.6,8,3.4713481229202614e-12
9,0.6,9,6.634322359267887e-13
9,0.6,10,1.170279897105389e-13
9,0.6,11,2.2037054715110732e-14
9,0.6,12,3.8791704031315074e-15
9,0.6,13,7.622500944287572e-16
9,0.6,14,3.1556864624987197e-16
9,0.6,15,3.0109891271522916e-16
9,0.6,16,3.065870767834014e-16
9,0.6,17,2.905617562013879e-16
9,0.6,18,2.9402198276621707e-16
9,0.6,19,2.9050097664922023e-16
9,0.6,20,2.770275429587932e-16
9,0.6,21,2.7442773623816415e-16
9,0.6,22,2.7865540103844655e-16
9,0.6,23,2.963869877842023e-16
9,0.6,24,2.970078384934732e-16
9,0.6,25,2.9949969883853316e-16
9,0.6,26,2.8312805506071545e-16
9,0.6,27,2.56537028280424e-16
9,0.6,28,2.7189275908563257e-16
9,0.6,29,2.24773921534515e-16
9,0.6,30,1.6229717656137435e-16
0,0.8,0,0.017164765710489277
0,0.8,1,0.0026402932569373587
0,0.8,2,8.765153834655363e-06
0,0.8,3,3.253501286694199e-07
0,0.8,4,2.4365250208848798e-08
0,0.8,5,2.800025903022653e-09
0,0.8,6,4.0324195716781743e-10
0,0.8,7,6.298445389344759e-11
0,0.8,8,1.0714007179981931e-11
0,0.8,9,1.9416062906600942e-12
0,0.8,10,3.371490635704928e-13
0,0.8,11,6.286224901712467e-14
0,0.8,12,1.1179867774895284e-14
0,0.8,13,1.8963204304714792e-15
0,0.8,14,6.393581537123353e-16
0,0.8,15,5.527339531901746e-16
0,0.8,16,5.696913320288293e-16
0,0.8,17,5.754127145235922e-16
0,0.8,18,5.739533034237575e-16
0,0.8,19,5.512005361136381e-16
0,0.8,20,5.705103789853363e-16
0,0.8,21,5.496559250081977e-16
0,0.8,22,5.091310883135132e-16
0,0.8,23,4.897597887329864e-16
0,0.8,24,5.057625045890694e-16
0,0.8,25,5.303425210767216e-16
0,0.8,26,5.391704247770935e-16
0,0.8,27,5.10917421969244e-16
0,0.8,28,5.1982115680204025e-16
0,0.8,29,4.594306264993989e-16
0,0.8,30,2.5477147403483734e-16
1,0.8,0,0.01716226906319466
1,0.8,1,0.002646572956420547
1,0.8,2,7.270378501525405e-06
1,0.8,3,2.407425760834934e-07
1,0.8,4,1.582461341681616e-08
1,0.8,5,1.936513466638941e-09
1,0.8,6,2.8552082798250296e-10
1,0.8,7,4.766837394228008e-11
1,0.8,8,7.481515820990292e-12
1,0.8,9,1.2656797433320213e-12
1,0.8,10,2.2952970882192855e-13
1,0.8,11,3.928720313594943e-14
1,0.8,12,6.6162162960319105e-15
1,0.8,13,1.3807541085664532e-15
1,0.8,14,6.134787011905114e-16
1,0.8,15,5.687635360353806e-16
1,0.8,16,5.849477240539407e-16
1,0.8,17,5.666886428496762e-16
1,0.8,18,5.62680533113779e-16
1,0.8,19,5.776451305817203e-16
1,0.8,20,5.84981734731891e-16
1,0.8,21,5.537213671400699e-16
1,0.8,22,5.22485871458345e-16
1,0.8,23,5.394907565494209e-16
1,0.8,24,5.2593773987743e-16
1,0.8,25,4.765198932137294e-16
1,0.8,26,5.248447626392784e-16
1,0.8,27,5.033811709302539e-16
1,0.8,28,4.7264746553913975e-16
1,0.8,29,4.0070910217898003e-16
1,0.8,30,3.113442576456404e-16
2,0.8,0,0.017158660075963034
2,0.8,1,0.002646569220822531
2,0.8,2,7.557557869205432e-06
2,0.8,3,2.3496863520192124e-07
2,0.8,4,1.4728412875630985e-08
2,0.8,5,1.6005449691256622e-09
2,0.8,6,2.570506476933658e-10
2,0.8,7,4.163220111588351e-11
2,0.8,8,7.355391897410594e-12
2,0.8,9,1.3618211227059713e-12
2,0.8,10,2.470321318615221e-13
2,0.8,11,4.028874152509353e-14
2,0.8,12,7.188248285288972e-15
2,0.8,13,1.396344183572453e-15
2,0.8,14,6.643237058271402e-16
2,0.8,15,5.585189281425487e-16
2,0.8,16,5.825150502973227e-16
2,0.8,17,5.69482236263066e-16
2,0.8,18,5.512868881270139e-16
2,0.8,19,5.812583456882998e-16
2,0.8,20,5.729267756648267e-16
2,0.8,21,5.980343950782066e-16
2,0.8,22,5.868906345366491e-16
2,0.8,23,5.830148143476791e-16
2,0.8,24,5.32427586489401e-16
2,0.8,25,5.25430609139622e-16
2,0.8,26,5.59261161497815e-16
2,0.8,27,5.989718782235918e-16
2,0.8,28,4.989956943477405e-16
2,0.8,29,4.2280324470104937e-16
2,0.8,30,2.787231348690292e-16
3,0.8,0,0.017178528753549537
3,0.8,1,0.002619191426542507
3,0.8,2,1.217022185192574e-05
3,0.8,3,4.154321697205084e-07
3,0.8,4,3.015904668405507e-08
3,0.8,5,3.386730297421161e-09
3,0.8,6,4.45475562766444e-10
3,0.8,7,6.702605247916812e-11
3,0.8,8,1.0113251030427339e-11
3,0.8,9,1.709120873868941e-12
3,0.8,10,2.877477396752294e-13
3,0.8,11,5.247088854643523e-14
3,0.8,12,9.628353438935224e-15
3,0.8,13,1.9007610570981207e-15
3,0.8,14,6.971397577095117e-16
3,0.8,15,5.788760444260788e-16
3,0.8,16,5.917444245319692e-16
3,0.8,17,5.781804520878833e-16
3,0.8,18,5.571860122255977e-16
3,0.8,19,5.643319440401597e-16
3,0.8,20,5.87213038558329e-16
3,0.8,21,5.666845463664165e-16
3,0.8,22,5.49908310656781e-16
3,0.8,23,5.542373859237876e-16
3,0.8,24,5.222035609970104e-16
3,0.8,25,5.033308382201443e-16
3,0.8,26,5.028098379699137e-16
3,0.8,27,4.722670018441924e-16
3,0.8,28,5.049274409097105e-16
3,0.8,29,4.323989925859902e-16
3,0.8,30,3.103085286283832e-16
4,0.8,0,0.017166189660321785
4,0.8,1,0.002641458019037092
4,0.8,2,7.723812397286406e-06
4,0.8,3,2.4609879191531357e-07
4,0.8,4,1.7540891616930213e-08
4,0.8,5,2.394203342436649e-09
4,0.8,6,3.1719475318306103e-10
4,0.8,7,5.0591448755914737e-11
4,0.8,8,8.179982684724692e-12
4,0.8,9,1.3805494266042638e-12
4,0.8,10,2.2739471054567316e-13
4,0.8,11,3.793534382509806e-14
4,0.8,12,7.100962879532354e-15
4,0.8,13,1.319394389999321e-15
4,0.8,14,6.187699713297084e-16
4,0.8,15,5.892709610524039e-16
4,0.8,16,5.846412527158592e-16
4,0.8,17,5.646949774638016e-16
4,0.8,18,5.724784372883153e-16
4,0.8,19,5.688274498885455e-16
4,0.8,20,5.648942998946423e-16
4,0.8,21,5.393967421299754e-16
4,0.8,22,5.400621546077069e-16
4,0.8,23,5.238021979529823e-16
4,0.8,24,5.238078229445861e-16
4,0.8,25,5.55111427832715e-16
4,0.8,26,5.646632910652079e-16
4,0.8,27,5.059420956480198e-16
4,0.8,28,4.810270260928556e-16
4,0.8,29,4.373871873229806e-16
4,0.8,30,3.6191114317809703e-16
5,0.8,0,0.01716738964416835
5,0.8,1,0.002644066715325265
5,0.8,2,7.619315843641592e-06
5,0.8,3,2.2764328642118435e-07
5,0.8,4,1.6464266278671186e-08
5,0.8,5,2.28255309579278e-09
5,0.8,6,3.073885476415827e-10
5,0.8,7,5.080949663551265e-11
5,0.8,8,8.331061646058656e-12
5,0.8,9,1.513854880351893e-12
5,0.8,10,2.504693909527904e-13
5,0.8,11,4.270420190075949e-14
5,0.8,12,7.159543156783637e-15
5,0.8,13,1.3020253089038449e-15
5,0.8,14,6.200726879543952e-16
5,0.8,15,5.516899579363661e-16
5,0.8,16,5.594123949021304e-16
5,0.8,17,5.432679405031431e-16
5,0.8,18,5.488408120647337e-16
5,0.8,19,5.541874974871726e-16
5,0.8,20,5.4277379736586e-16
5,0.8,21,5.385587479979039e-16
5,0.8,22,5.687342947978561e-16
5,0.8,23,5.515006866861454e-16
5,0.8,24,5.31101880675903e-16
5,0.8,25,5.543858643758021e-16
5,0.8,26,5.41005987930227e-16
5,0.8,27,5.356157089112112e-16
5,0.8,28,5.084907999316318e-16
5,0.8,29,3.939550496840029e-16
5,0.8,30,2.616608009806619e-16
6,0.8,0,0.017172214244845767
6,0.8,1,0.002645974457926047
6,0.8,2,7.6181708310166306e-06
6,0.8,3,2.2963291690238582e-07
6,0.8,4,1.6206704100802045e-08
6,0.8,5,1.922272547270313e-09
6,0.8,6,2.9087386407926123e-10
6,0.8,7,5.09701886421787e-11
6,0.8,8,8.068942452531785e-12
6,0.8,9,1.3435710432117927e-12
6,0.8,10,2.2236002143223324e-13
6,0.8,11,3.721221102634209e-14
6,0.8,12,6.6214960824311596e-15
6,0.8,13,1.4005132457812527e-15
6,0.8,14,6.024802132258185e-16
6,0.8,15,5.609934510573609e-16
6,0.8,16,5.554335213549541e-16
6,0.8,17,5.806865114225446e-16
6,0.8,18,5.556754856602988e-16
6,0.8,19,5.789272127402777e-16
6,0.8,20,5.725988763765286e-16
6,0.8,21,5.776754243355905e-16
6,0.8,22,5.592972594022905e-16
6,0.8,23,5.672620366246501e-16
6,0.8,24,5.694220873615878e-16
6,0.8,25,5.525334670354442e-16
6,0.8,26,5.244368709371857e-16
6,0.8,27,5.053039995154057e-16
6,0.8,28,5.061386214445064e-16
6,0.8,29,4.434313887180609e-16
6,0.8,30,2.674821265522479e-16
7,0.8,0,0.01716797160259592
7,0.8,1,0.002641191320553251
7,0.8,2,7.976444759467382e-06
7,0.8,3,2.757665956036831e-07
7,0.8,4,2.015514558574399e-08
7,0.8,5,2.3726829776167646e-09
7,0.8,6,3.402766586528105e-10
7,0.8,7,5.816486719000816e-11
7,0.8,8,9.827460181685758e-12
7,0.8,9,1.7722600210710924e-12
7,0.8,10,2.9873173346705894e-13
7,0.8,11,5.2058543278210035e-14
7,0.8,12,9.051028236383009e-15
7,0.8,13,1.6218904748201718e-15
7,0.8,14,6.317032978228644e-16
7,0.8,15,5.686152456253892e-16
7,0.8,16,5.601350359854672e-16
7,0.8,17,5.487014024258441e-16
7,0.8,18,5.772525759982098e-16
7,0.8,19,5.796020489940587e-16
7,0.8,20,5.628183364332007e-16
7,0.8,21,5.664130761803857e-16
7,0.8,22,5.748044388574854e-16
7,0.8,23,5.922398431225994e-16
7,0.8,24,5.547857358974033e-16
7,0.8,25,5.429077614167824e-16
7,0.8,26,5.5648267157880495e-16
7,0.8,27,5.23127773065433e-16
7,0.8,28,4.885836064953522e-16
7,0.8,29,4.467010201747269e-16
7,0.8,30,3.3015581419110567e-16
8,0.8,0,0.017166665105764332
8,0.8,1,0.002637298208823557
8,0.8,2,9.942355105501596e-06
8,0.8,3,3.2238113969441016e-07
8,0.8,4,2.750626584591473e-08
8,0.8,5,3.0426326524133556e-09
8,0.8,6,4.515519171681727e-10
8,0.8,7,6.77443813190276e-11
8,0.8,8,1.100413106738305e-11
8,0.8,9,1.8218240697512477e-12
8,0.8,10,3.158702938519161e-13
8,0.8,11,5.750783057321615e-14
8,0.8,12,1.0274759830781155e-14
8,0.8,13,1.793403428785524e-15
8,0.8,14,6.880066027952526e-16
8,0.8,15,5.599494269948692e-16
8,0.8,16,5.887079063281408e-16
8,0.8,17,5.703475882093009e-16
8,0.8,18,5.608713796366806e-16
8,0.8,19,5.475282195455217e-16
8,0.8,20,5.585360981731427e-16
8,0.8,21,5.559356213884708e-16
8,0.8,22,5.42915978394687e-16
8,0.8,23,5.294125984264151e-16
8,0.8,24,5.313678547606115e-16
8,0.8,25,5.124967869497867e-16
8,0.8,26,5.151322292900132e-16
8,0.8,27,5.331327246078024e-16
8,0.8,28,4.97151426362616e-16
8,0.8,29,4.3822395626706003e-16
8,0.8,30,2.6797673783476877e-16
9,0.8,0,0.017153852865382093
9,0.8,1,0.0026481583866200756
9,0.8,2,7.643897593465772e-06
9,0.8,3,2.6135350176965785e-07
9,0.8,4,1.7671613015978946e-08
9,0.8,5,2.086891783508687e-09
9,0.8,6,2.4468612487538727e-10
9,0.8,7,3.880306073652959e-11
9,0.8,8,6.736339710754485e-12
9,0.8,9,1.2873036355461986e-12
9,0.8,10,2.271795216506541e-13
9,0.8,11,4.279571701082405e-14
9,0.8,12,7.532435158415473e-15
9,0.8,13,1.4792295446290652e-15
9,0.8,14,6.097527748490445e-16
9,0.8,15,5.814246320638542e-16
9,0.8,16,5.919673475377332e-16
9,0.8,17,5.608619125312355e-16
9,0.8,18,5.676525189814068e-16
9,0.8,19,5.609944905913412e-16
9,0.8,20,5.348354368032492e-16
9,0.8,21,5.300486324039614e-16
9,0.8,22,5.382537434100241e-16
9,0.8,23,5.726786747346503e-16
9,0.8,24,5.742546862781351e-16
9,0.8,25,5.793751708574888e-16
9,0.8,26,5.480060777622915e-16
9,0.8,27,4.961507694573714e-16
9,0.8,28,5.260136236761942e-16
9,0.8,29,4.351337665623139e-16
9,0.8,30,3.1437979765189007e-16
